"Isbn"	"Title"
"9780060520618"	"The Proper Care And Feeding Of Husbands"
"9780060520823"	"The Hidden Life Of Otto Frank"
"9780060521905"	"A Path Of Shadows"
"9780060522254"	"Elegance: A Novel"
"9780060523497"	"Force 5 Recon: Deployment: Pakistan"
"9780060524937"	"A Nose For Murder"
"9780060525019"	"Motherhood Is Murder"
"9780060525101"	"Happiness: A Novel"
"9780060525460"	"The Beachcomber"
"9780060526764"	"The Heart Of Christianity: Rediscovering A Life Of Faith"
"9780060527419"	"For The First Time"
"9780060527792"	"Charlotte's Web"
"9780060528126"	"Mary-Kate &amp; Ashley Sweet 16 #6: My Best Friend's Boyfriend: (My Be"
"9780060529147"	"Give Me A Break: How I Exposed Hucksters, Cheats, And Scam Artists And"
"9780060529703"	"Everything Is Illuminated: A Novel"
"9780060529734"	"The Long Silence Of Mario Salviati: A Novel"
"9780060530426"	"The Lady, The Chef, And The Courtesan"
"9780060530808"	"Dangerous Girls"
"9780060531065"	"The Tattooed Girl: A Novel (Oates, Joyce Carol)"
"9780060531232"	"When He Was Wicked (Bridgerton Family Series)"
"9780060532147"	"Bare Necessity"
"9780060533076"	"Unforgettable"
"9780060534295"	"Couldn't Keep It To Myself: Testimonies From Our Imprisoned Sisters"
"9780060536701"	"Who Will Take This Man?"
"9780060539832"	"Kill The Competition"
"9780060540593"	"Hitts &amp; Mrs."
"9780060542795"	"An Hour To Kill: A Novel"
"9780060544263"	"Stone Garden: A Novel"
"9780060545642"	"My Invented Country: A Nostalgic Journey Through Chile"
"9780060548216"	"If Cooks Could Kil (Angie Amalfi Mysteries)"
"9780060548537"	"The Buying Of The President 2004: Who's Really Bankrolling Bush And Hi"
"9780060548827"	"Chinese Takeout: A Novel"
"9780060549275"	"A Greek God At The Ladies' Club"
"9780060555511"	"The Last Goodbye"
"9780060555658"	"The Polished Hoe"
"9780060555849"	"Mission Compromised"
"9780060555887"	"What Memories Remain"
"9780060557256"	"Sushi For Beginners"
"9780060557546"	"The Known World"
"9780060558123"	"American Gods: A Novel"
"9780060558864"	"Ella Enchanted"
"9780060560751"	"The Dim Sum Of All Things"
"9780060560782"	"Your Wicked Ways"
"9780060561987"	"Bleachy-Haired Honky Bitch: Tales From A Bad Neighborhood"
"9780060563073"	"Peter Pan: The Original Story"
"9780060565510"	"Take Me, Take Me With You: A Novel Of Suspense"
"9780060566685"	"Fluke: Or, I Know Why The Winged Whale Sings (Today Show Book Club #25"
"9780060569662"	"Autobiography Of A Face"
"9780060571450"	"The Princess Masquerade"
"9780060574215"	"Men Are From Mars, Women Are From Venus: The Classic Guide To Understa"
"9780060575809"	"Two Princesses Of Bamarre, The"
"9780060577476"	"Low Country"
"9780060580209"	"Held Captive: The Kidnapping And Rescue Of Elizabeth Smart"
"9780060582302"	"Love: Undercover"
"9780060586126"	"Three Wishes"
"9780060589271"	"Eleven Minutes: A Novel"
"9780060591700"	"Reino Del Dragon De Oro, El (Spanish Edition)"
"9780060594336"	"Cheaper By The Dozen"
"9780060595098"	"NY MIN                      MM (New York Minute)"
"9780060595623"	"The Sweetest Taboo"
"9780060595838"	"Almost Like Being In Love: A Novel"
"9780060596323"	"Rice: A Novel"
"9780060617226"	"The Way To Freedom: Core Teachings Of Tibetan Buddhism"
"9780060617516"	"The Long Loneliness: The Autobiography Of The Legendary Catholic Socia"
"9780060621254"	"Living In The Presence: Disciplines For The Spiritual Heart"
"9780060631314"	"Words For Your Wedding: The Wedding Service Book"
"9780060639051"	"Retreat: Time Apart For Silence And Solitude"
"9780060642051"	"The Awakened One - The Life And Work Of Bhagwan Shree Rajneesh"
"9780060645878"	"When The Heart Waits: Spiritual Direction For Life's Sacred Questions"
"9780060645892"	"The Dance Of The Dissident Daughter: A Woman's Journey From Christian "
"9780060652869"	"A Live Coal In The Sea"
"9780060652920"	"Mere Christianity"
"9780060652937"	"The Screwtape Letters"
"9780060653033"	"Lives Of The Popes: The Pontiffs From St. Peter To John Paul II"
"9780060669669"	"Devotional Classics: Selected Readings For Individuals And Groups"
"9780060675189"	"Rescuing The Bible From Fundamentalism: A Bishop Rethinks The Meaning "
"9780060675233"	"Born Of A Woman: A Bishop Rethinks The Virgin Birth And The Treatment "
"9780060675356"	"The Spiral Dance: A Rebirth Of The Ancient Religion Of The Great Godde"
"9780060688240"	"A Severe Mercy"
"9780060697020"	"Gifts Of The Spirit: Living The Wisdom Of The Great Religious Traditio"
"9780060723897"	"The Other Man: John F. Kennedy Jr., Carolyn Bessette, And Me"
"9780060730550"	"Touching The Void: The True Story Of One Man's Miraculous Survival"
"9780060739416"	"Bridge To Terabithia (Summer Reading Edition)"
"9780060739447"	"Julie Of The Wolves (Summer Reading Edition)"
"9780060739485"	"Wringer (Summer Reading Edition)"
"9780060739492"	"Walk Two Moons (Summer Reading Edition)"
"9780060740450"	"One Hundred Years Of Solitude (Oprah's Book Club)"
"9780060745905"	"Wicked: The Life And Times Of The Wicked Witch Of The West (Musical Ti"
"9780060801113"	"Death Be Not Proud A Memoir"
"9780060801267"	"A Tree Grows In Brooklyn"
"9780060802165"	"Hitler : A Study In Tyranny ( Harper Perennial Library, P 216)"
"9780060804152"	"He Understanding Masculine Psychology (Perennial Library)"
"9780060804954"	"The Sad Variety"
"9780060805180"	"The Birthday Murder (Perennial Library Mystery Series)"
"9780060805425"	"Murder At The Flea Club"
"9780060805463"	"Swift To Its Close"
"9780060805944"	"Jane And Prudence"
"9780060806385"	"She Shall Have Murder (Perennial Library, P638)"
"9780060806415"	"Heat And Dust (Perennial Library)"
"9780060806941"	"Queen Lucia Part I"
"9780060807139"	"Some Tame Gazelle"
"9780060807399"	"A Funeral In Eden"
"9780060808242"	"Gaudy Night"
"9780060809027"	"My Friend Flicka"
"9780060809072"	"Gaudy Night"
"9780060809461"	"The Fires Of Fu Manchu"
"9780060809836"	"Brave New World"
"9780060809850"	"Island"
"9780060812454"	"Tao Te Ching"
"9780060812492"	"Native Son: And How Bigger Was Born"
"9780060812508"	"Black Boy (American Hunger : A Record Of Childhood And Youth)"
"9780060830472"	"Giants In The Earth: A Saga Of The Prairie"
"9780060830717"	"Great Short Works Of Leo Tolstoy (Perennial Library)"
"9780060900076"	"The Doors Of Perception And Heaven And Hell"
"9780060901011"	"Brave New World &amp; Brave New World Revisited"
"9780060901912"	"The Perennial Philosophy"
"9780060904456"	"The Thurber Carnival (Harper Colophon Books)"
"9780060906740"	"Life In A Medieval Castle"
"9780060907211"	"Lore Of The Unicorn"
"9780060907891"	"Crossing The Water"
"9780060907969"	"Lowell Offering: Writings By New England Mill Women, 1840-1845"
"9780060908546"	"Inanna, Queen Of Heaven And Earth: Her Stories And Hymns From Sumer"
"9780060909000"	"The Collected Poems"
"9780060910495"	"The Castle Story (Harper Colophon Books)"
"9780060910693"	"Zelda: A Biography"
"9780060910990"	"Babycakes"
"9780060911980"	"Harper's Illustrated Handbook Of Dogs"
"9780060912222"	"Jacques &amp; His Master"
"9780060912529"	"Unbearable Lightness Of Being"
"9780060912598"	"A Hog On Ice (Harper Colophon Books)"
"9780060913076"	"The Crying Of Lot 49 (Perennial Fiction Library)"
"9780060913311"	"Illywhacker: A Novel"
"9780060913410"	"The Bridge Of San Luis Rey (Perennial Classics)"
"9780060913502"	"In Country"
"9780060913564"	"The Dance Of Anger:  A Woman's Guide To Changing The Patterns Of Intim"
"9780060913984"	"Proud Shoes: The Story Of An American Family"
"9780060914066"	"Love, Medicine And Miracles"
"9780060914257"	"A Loss For Words: The Story Of Deafness In A Family"
"9780060914288"	"The Egg And I"
"9780060914448"	"""Skywriting By Word Of Mouth : And Other Writings, Including """"The Bal"
"9780060914653"	"The Unbearable Lightness Of Being"
"9780060915186"	"An American Childhood"
"9780060915544"	"The Bean Trees"
"9780060915650"	"The Dance Of Anger: A Woman's Guide To Changing The Patterns Of Intima"
"9780060915742"	"The Knockout Artist"
"9780060915766"	"Writing To Learn, 1st, First Edition"
"9780060915940"	"The Art Of Loving"
"9780060916015"	"Dateline Soweto: Travels With Black South African Reporters"
"9780060916091"	"Think On These Things"
"9780060916121"	"The True Believer: Thoughts On The Nature Of Mass Movements"
"9780060916336"	"House Made Of Dawn (Momaday)"
"9780060916466"	"The Dance Of Intimacy"
"9780060916503"	"Their Eyes Were Watching God: A Novel"
"9780060916558"	"John Dollar: A Novel"
"9780060917012"	"Homeland And Other Stories"
"9780060919764"	"Your Erroneous Zones: Step-by-Step Advice For Escaping The Trap Of Neg"
"9780060919832"	"Love, Medicine And Miracles: Lessons Learned About Self-Healing From A"
"9780060920074"	"Affliction"
"9780060920333"	"Sure Of You"
"9780060920432"	"Flow: The Psychology Of Optimal Experience"
"9780060921149"	"Animal Dreams"
"9780060921163"	"None Died In Vain: The Saga Of The American Civil War"
"9780060921712"	"The Complete Stories"
"9780060922535"	"Pigs In Heaven"
"9780060922580"	"The Holographic Universe"
"9780060923204"	"The Enlightened Mind"
"9780060923242"	"Sweet Hereafter: A Novel"
"9780060923280"	"Raising Your Spirited Child: A Guide For Parents Whose Child Is More I"
"9780060923303"	"I Love Paul Revere, Whether He Rode Or Not"
"9780060923716"	"Love In Black And White: The Triumph Of Love Over Prejudice And Taboo"
"9780060924119"	"The Living: A Novel"
"9780060924171"	"The Real Thing: Stories And Sketches"
"9780060924348"	"Maybe The Moon: A Novel"
"9780060924645"	"Hank &amp; Chloe"
"9780060924676"	"How To Live Between Office Visits: A Guide To Life, Love And Health"
"9780060924799"	"More Tales Of The City (Tales Of The City, Volume Two)"
"9780060924805"	"Tales Of The City (Tales Of The City Series)"
"9780060924928"	"Further Tales Of The City (Tales Of The City Series, V. 3)"
"9780060925000"	"A Suitable Boy"
"9780060925581"	"How Does Aspirin Find A Headache?"
"9780060925758"	"Soul Mates: Honoring The Mystery Of Love And Relationship"
"9780060925796"	"Medieval Lives: Eight Charismatic Men And Women Of The Middle Ages"
"9780060926014"	"Mary Kay - 3rd Edition: Miracles Happen"
"9780060926069"	"Animal Happiness"
"9780060926199"	"A Valley In Italy"
"9780060926205"	"She Flew The Coop: A Novel Concerning Life, Death, Sex And Recipes In "
"9780060926311"	"Mutant Message Down Under"
"9780060926465"	"Guest Of A Sinner"
"9780060926595"	"The Complete Fiction: The Bean Trees, Homeland, Animal Dreams, Pigs In"
"9780060926946"	"Masters Of Deception: The Gang That Ruled Cyberspace"
"9780060927219"	"Paula"
"9780060927240"	"Rule Of The Bone: A Novel"
"9780060927516"	"Testaments Betrayed: Essay In Nine Parts, An"
"9780060927561"	"High Tide In Tucson: Essays From Now Or Never"
"9780060927967"	"Love, Again"
"9780060928032"	"Unlocking The Air: Stories"
"9780060928063"	"How Could You Do That?!: The Abdication Of Character, Courage, And Con"
"9780060928179"	"After The Affair: Healing The Pain And Rebuilding Trust When A Partner"
"9780060928209"	"Creativity: Flow And The Psychology Of Discovery And Invention"
"9780060928339"	"Divine Secrets Of The Ya-Ya Sisterhood: A Novel"
"9780060928414"	"Slowness: A Novel"
"9780060929510"	"Modoc: The True Story Of The Greatest Elephant That Ever Lived"
"9780060929596"	"As Nature Made Him: The Boy Who Was Raised As A Girl"
"9780060929794"	"One Hundred Years Of Solitude"
"9780060929800"	"Native Son"
"9780060929855"	"Three Plays (Perennial Classics)"
"9780060929879"	"Brave New World"
"9780060929886"	"A Tree Grows In Brooklyn"
"9780060929954"	"Five Fortunes"
"9780060929978"	"Inventing The Abbots And Other Stories"
"9780060930073"	"The Antelope Wife: A Novel"
"9780060930189"	"The Bell Jar: A Novel (Perennial Classics)"
"9780060930318"	"Identity: A Novel"
"9780060930363"	"My First Cousin Once Removed: Money, Madness, And The Family Of Robert"
"9780060930431"	"Kids, Parents, And Power Struggles: Winning For A Lifetime"
"9780060930530"	"The Poisonwood Bible (Oprah's Book Club)"
"9780060930561"	"Mara And Dann: An Adventure"
"9780060930707"	"Someone To Watch Over Me: Stories"
"9780060930868"	"Cloudsplitter: A Novel"
"9780060930882"	"April 1865: The Month That Saved America"
"9780060930905"	"The Night Listener: A Novel"
"9780060931216"	"Dreamland"
"9780060931223"	"The Last Report On The Miracles At Little No Horse: A Novel"
"9780060931353"	"Cowboy: A Novel"
"9780060931360"	"Plato, Not Prozac!: Applying Eternal Wisdom To Everyday Problems"
"9780060931407"	"The Golden Notebook: Perennial Classics Edition"
"9780060931414"	"Their Eyes Were Watching God"
"9780060931674"	"The Crying Of Lot 49"
"9780060931759"	"The Way You Wear Your Hat: Frank Sinatra And The Lost Art Of Livin'"
"9780060931803"	"The Map That Changed The World: William Smith And The Birth Of Modern "
"9780060931919"	"Demian (Perennial Classics)"
"9780060931957"	"The Odyssey Of Homer"
"9780060932138"	"The Unbearable Lightness Of Being"
"9780060932145"	"The Book Of Laughter And Forgetting"
"9780060932381"	"Immortality (Perennial Classics)"
"9780060932671"	"The Autumn Of The Patriarch (Perennial Classics)"
"9780060932756"	"Daughter Of Fortune"
"9780060932909"	"Genome: The Autobiography Of A Species In 23 Chapters"
"9780060933159"	"Everville"
"9780060933166"	"The Great And Secret Show"
"9780060933180"	"Little Altars Everywhere"
"9780060933579"	"Faithless: Tales Of Transgression"
"9780060933951"	"As The Romans Do: An American Family's Italian Odyssey"
"9780060934231"	"Daughters Of Britannia: The Lives And Times Of Diplomatic Wives"
"9780060934415"	"Bel Canto"
"9780060934422"	"The Binding Chair: Or, A Visit From The Foot Emancipation Society"
"9780060934705"	"Smoke And Mirrors: Short Fictions And Illusions"
"9780060934712"	"Stardust"
"9780060934729"	"Mike Nelson's Death Rat!"
"9780060934910"	"Kitchen Confidential: Adventures In The Culinary Underbelly"
"9780060935405"	"Source: Poems"
"9780060935467"	"To Kill A Mockingbird"
"9780060936150"	"The Wise Women Of Havana"
"9780060936235"	"Soul Mountain"
"9780060936365"	"Portrait In Sepia: A Novel"
"9780060936808"	"Girl Anatomy: A Novel"
"9780060937119"	"First Mothers: The Women Who Shaped The Presidents"
"9780060937553"	"The Sweetest Dream: A Novel"
"9780060937645"	"Taking Charge Of Your Fertility: The Definitive Guide To Natural Birth"
"9780060937683"	"Planet Of The Apes: (Jr Novel)"
"9780060937744"	"In The Country Of The Young"
"9780060937799"	"The Red Dancer: The Life And Times Of Mata Hari"
"9780060937867"	"A Year At The Movies: One Man's Filmgoing Odyssey"
"9780060938413"	"The Accidental Virgin"
"9780060938451"	"Fast Food Nation: The Dark Side Of The All-American Meal"
"9780060950538"	"Taking Charge Of Your Fertility: The Definitive Guide To Natural Birth"
"9780060950774"	"Shopping For Health: A Nutritionist's Aisle-By-Aisle Guide To Smart, L"
"9780060951276"	"El Plan Infinito (Spanish Edition)"
"9780060951283"	"Eva Luna (Spanish Language Edition)"
"9780060951290"	"De Amor Y De Sombra"
"9780060951306"	"La Casa De Los EspÃ­ritus"
"9780060951313"	"Cuentos De Eva Luna"
"9780060951719"	"Martha Stuart's Better Than You At Entertaining (A Parody)"
"9780060952426"	"The Mother-Daughter Book Club: How Ten Busy Mothers And Daughters Came"
"9780060952655"	"Lighten Up!: Free Yourself From Clutter"
"9780060952822"	"The Simpsons Guide To Springfield"
"9780060952976"	"Ophelia Speaks: Adolescent Girls Write About Their Search For Self"
"9780060953225"	"More Mirth Of A Nation : The Best Contemporary Humor"
"9780060953492"	"The Keys Of Egypt: The Race To Crack The Hieroglyph Code"
"9780060953676"	"The Sunday Tertulia: A Novel"
"9780060954888"	"Anna And The King Of Siam"
"9780060955403"	"The Peculiar Memories Of Thomas Penman"
"9780060955595"	"What To Cook When You Think There's Nothing In The House To Eat: More "
"9780060955632"	"Young Wives: A Novel"
"9780060955694"	"I Don't Know But I've Been Told: A Novel"
"9780060955717"	"Washington Square"
"9780060955779"	"Veronika Decides To Die"
"9780060956134"	"The Cloud Sketcher: A Novel"
"9780060956288"	"Good/Grief"
"9780060956295"	"Clear Springs: A Family Story"
"9780060956448"	"The Monkey Wrench Gang (Perennial Classics)"
"9780060956455"	"Ordinary Resurrections: Children In The Years Of Hope"
"9780060956691"	"So Big (Perennial Classics)"
"9780060956738"	"Continental Drift (Perennial Classics)"
"9780060956868"	"Joy In The Morning (Perennial Classics)"
"9780060957186"	"100 Books For Girls To Grow On"
"9780060957278"	"Model Patient: My Life As An Incurable Wise-Ass"
"9780060958015"	"Coastliners: A Novel"
"9780060958022"	"Five Quarters Of The Orange"
"9780060958114"	"Extra Virgin: A Young Woman Discovers The Italian Riviera, Where Every"
"9780060958299"	"The Natural (Perennial Classics)"
"9780060958305"	"The Assistant (Perennial Classics)"
"9780060959036"	"Prodigal Summer: A Novel"
"9780060959425"	"After Lucy: A Novel"
"9780060959517"	"Elizabeth: The Struggle For The Throne"
"9780060959548"	"From This Day Forward"
"9780060959623"	"You Just Don't Understand: Women And Men In Conversation"
"9780060959944"	"Black Heat: A Nina Halligan Novel"
"9780060960803"	"The Movie Lover's Guide To New York: The Ultimate Guide To Movie New Y"
"9780060960834"	"Cheaper And Better: Homemade Alternatives"
"9780060961022"	"Taming Your Gremlin: A Guide To Enjoying Yourself"
"9780060961725"	"Her Wits About Her: Self-Defense Success Stories By Women"
"9780060962340"	"Courage To Heal: A Guide For Women Survivors Of Child Sexual Abuse"
"9780060963194"	"Making Sense Of Adoption: A Parent's Guide"
"9780060964047"	"Tales Of The City (Tales Of The City Series, V. 1)"
"9780060964054"	"More Tales Of The City: Volume Two In The Tales Of The City Series"
"9780060964061"	"Further Tales Of The City"
"9780060964078"	"Babycakes"
"9780060965105"	"The Power Of Judyism"
"9780060965112"	"The Jeopardy! Book: The Answers, The Questions, The Facts, And The Sto"
